Incident Number,Incident Date,Time Num,Street,Alt Street,City,County,Intersection,Mile Post,Accident Type,Collision Type,Hit and Run,Involved Fatal Injury,Involved Medical Transport,Involved Placarded Truck,Posted Speed,Total Vehicles Involved,Weather Code,Pedestrian Involved,Bicycle Involved,Drug Involved,Alcohol Involved,Latitude,Longitude,Location WKT,Location,Light Condition
21-073805,07/14/2021 05:00:00 PM,17,E Main St,,Chattanooga,Hamilton,Market St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,25,1,Clear,Yes,No,No,No,35.036143,-85.307328,POINT (-85.307328 35.036143),"(35.036143, -85.307328)",Daylight
21-073960,07/15/2021 12:42:00 AM,0.5,W 10th St,SR-100,Chattanooga,Hamilton,Broad St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Clear,Yes,No,No,No,35.04484,-85.3109,POINT (-85.3109 35.04484),"(35.044840, -85.310900)",Dark - Lighted
21-077105,07/22/2021 08:09:00 PM,20,24 EB interstate,I-24,Chattanooga,Hamilton,Hwy 27,177,Fatal,Not Collision with Motor Vehicle in Transport,No,Yes,Yes,No,55,1,Clear,Yes,No,No,No,35.021125,-85.326589,POINT (-85.326589 35.021125),"(35.021125, -85.326589)",Dusk
21-078051,07/24/2021 10:45:00 PM,23,Market St,SR-0,Chattanooga,Hamilton,W 14th St,0,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,30,1,Clear,Yes,No,No,No,35.038306,-85.307836,POINT (-85.307836 35.038306),"(35.038306, -85.307836)",Dark - Lighted
21-079263,07/27/2021 10:00:00 PM,22,7641 Lee Hwy,,Chattanooga,Hamilton,Lee Hwy,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Clear,Yes,No,No,Yes,35.060567,-85.135205,POINT (-85.135205 35.060567),"(35.060567, -85.135205)",Dark - Lighted
21-080315,07/30/2021 12:09:00 PM,12,301 N Holtzclaw Ave,,Chattanooga,Hamilton,N Holtzclaw Ave,,Property Damage Under,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,15,1,Clear,Yes,No,No,No,35.04265,-85.282091,POINT (-85.282091 35.04265),"(35.042650, -85.282091)",Daylight
21-083152,08/06/2021 02:06:00 PM,14,2119 E 23rd St,,Chattanooga,Hamilton,S Willow St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,30,1,Clear,Yes,No,,,35.018546,-85.280426,POINT (-85.280426 35.018546),"(35.018546, -85.280426)",Daylight
21-084890,08/10/2021 10:56:00 PM,23,4903 Brainerd Rd,,Chattanooga,Hamilton,N Moore Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Clear,Yes,No,No,Yes,35.012915,-85.227459,POINT (-85.227459 35.012915),"(35.012915, -85.227459)",Dark - Lighted
21-085734,08/13/2021 12:30:00 AM,0.5,Interstate 24 EB hwy,I-24,Chattanooga,Hamilton,S Germantown rd,183.2,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,55,1,Clear,Yes,No,,,35.012864,-85.249053,POINT (-85.249053 35.012864),"(35.012864, -85.249053)",Dark - Not Lighted
21-086077,08/13/2021 06:37:00 PM,18.5,1826 Carter St,,Chattanooga,Hamilton,Carter St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Clear,Yes,No,No,No,35.0467,-85.3011,POINT (-85.3011 35.0467),"(35.04670, -85.30110)",Daylight
21-086154,08/13/2021 10:00:00 PM,22,W 3rd St,,Chattanooga,Hamilton,Market St,,Property Damage Under,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,30,1,Clear,Yes,No,No,No,35.053495,-85.310575,POINT (-85.310575 35.053495),"(35.053495, -85.310575)",Dark - Lighted
21-088363,08/19/2021 08:00:00 AM,8,2525 De Sales Ave,,Chattanooga,Hamilton,Derby St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Clear,Yes,No,No,No,35.041707,-85.260666,POINT (-85.260666 35.041707),"(35.041707, -85.260666)",Daylight
21-088654,08/20/2021 03:19:00 AM,3.5,S Willow St,,Chattanooga,Hamilton,E 18th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,25,1,Clear,Yes,No,No,No,35.02184,-85.278652,POINT (-85.278652 35.02184),"(35.021840, -85.278652)",Dark - Lighted
21-093948,09/02/2021 06:45:00 AM,7,Hickory Valley Rd,,Chattanooga,Hamilton,Shallowford Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,35,1,Clear,Yes,No,No,No,35.043769,-85.167619,POINT (-85.167619 35.043769),"(35.043769, -85.167619)",Dawn
21-094343,09/03/2021 06:57:00 AM,7,Frazier Ave,,Chattanooga,Hamilton,Tremont St/Tampa St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Clear,Yes,No,No,No,35.0616,-85.30466,POINT (-85.30466 35.0616),"(35.061600, -85.304660)",Daylight
21-097062,09/10/2021 07:00:00 AM,7,E 11th St,SR-1,Chattanooga,Hamilton,Market St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Clear,Yes,No,No,No,35.043922,-85.309345,POINT (-85.309345 35.043922),"(35.043922, -85.309345)",Dawn
21-099397,09/16/2021 12:00:00 PM,12,703 Signal Mountain Rd,SR-17,Chattanooga,Hamilton,Signal Moutain Rd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Clear,Yes,No,,,35.098406,-85.329331,POINT (-85.329331 35.098406),"(35.098406, -85.329331)",Daylight
21-099547,09/16/2021 06:43:00 PM,18.5,1420 Dodson Ave,,Chattanooga,Hamilton,Wilcox Blvd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,,1,Clear,Yes,No,No,Yes,35.05297,-85.260301,POINT (-85.260301 35.05297),"(35.052970, -85.260301)",Daylight
21-100015,09/17/2021 08:35:00 PM,20.5,3440 Wilcox Blvd,,Chattanooga,Hamilton,Tunnel Blvd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,15,1,Clear,Yes,No,No,No,35.046965,-85.238216,POINT (-85.238216 35.046965),"(35.046965, -85.238216)",Dark - Lighted
21-102443,09/24/2021 12:00:00 AM,,7502 Standifer Gap Rd,,Chattanooga,Hamilton,Jenkins Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,25,1,Clear,Yes,No,No,No,35.0436962,-85.125868,POINT (-85.125868 35.0436962),"(35.0436962, -85.125868)",Dark - Unknown Lighting
21-103607,09/27/2021 11:10:00 AM,11,W 20th St,,Chattanooga,Hamilton,Long St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,,1,Clear,Yes,No,No,No,35.032049,-85.311255,POINT (-85.311255 35.032049),"(35.032049, -85.311255)",Daylight
21-104673,09/29/2021 11:44:00 PM,23.5,438 Roberts St,SR-438,Chattanooga,Hamilton,Cleveland Ave,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,25,1,Clear,Yes,No,,,35.043325,-85.273118,POINT (-85.273118 35.043325),"(35.043325, -85.273118)",Dark - Lighted
21-104971,09/30/2021 05:43:00 PM,17.5,1401 E 23rd St,,Chattanooga,Hamilton,S Greenwood Ave,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Clear,Yes,No,No,No,35.0221,-85.290226,POINT (-85.290226 35.0221),"(35.022100, -85.290226)",Daylight
21-105360,10/01/2021 02:50:00 PM,15,7400 Goodwin Rd,,Chattanooga,Hamilton,Gunbarrel Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,45,1,Clear,Yes,No,No,No,35.030221,-85.155546,POINT (-85.155546 35.030221),"(35.030221, -85.155546)",Daylight
21-105715,10/01/2021 09:45:00 PM,22,800 E MLK Blvd,,Chattanooga,Hamilton,Douglas St,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,25,1,Clear,Yes,No,No,No,35.043151,-85.30296,POINT (-85.30296 35.043151),"(35.043151, -85.302960)",Dark - Lighted
21-105933,10/02/2021 09:43:00 PM,21.5,2100 Hamilton Place Blvd,,Chattanooga,Hamilton,Hamilton Place Blvd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,15,1,Clear,Yes,No,No,No,35.032896,-85.159378,POINT (-85.159378 35.032896),"(35.032896, -85.159378)",Dark - Lighted
21-107592,10/07/2021 02:50:00 AM,3,3100 Broad St,,Chattanooga,Hamilton,W 31st St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,35,1,Rain,Yes,No,No,No,35.020693,-85.319977,POINT (-85.319977 35.020693),"(35.020693, -85.319977)",Dark - Lighted
21-109530,10/11/2021 08:50:00 PM,21,4600 Amnicola Hwy,,Chattanooga,Hamilton,HWY 153,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,50,1,Clear,Yes,No,No,No,35.091662,-85.225479,POINT (-85.225479 35.091662),"(35.091662, -85.225479)",Dark - Not Lighted
21-110254,10/13/2021 04:19:00 PM,16.5,Cappella St,,Chattanooga,Hamilton,E 19th St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,15,1,Clear,Yes,No,No,No,35.032214,-85.305593,POINT (-85.305593 35.032214),"(35.032214, -85.305593)",Daylight
21-110378,10/13/2021 09:00:00 PM,21,801 Riverfront Pkwy,,Chattanooga,Hamilton,Molly Ln,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,Yes,35.05079,-85.321247,POINT (-85.321247 35.05079),"(35.050790, -85.321247)",Dark - Lighted
21-111526,10/16/2021 08:18:00 PM,20.5,Brainerd Rd,,Chattanooga,Hamilton,Eastgate Loop Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Clear,Yes,No,No,Yes,35.01064,-85.216372,POINT (-85.216372 35.01064),"(35.010640, -85.216372)",Dark - Lighted
21-111798,10/17/2021 04:50:00 PM,17,Market St,,Chattanooga,Hamilton,E 3rd St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,35,1,Other,Yes,No,No,No,35.053512,-85.309667,POINT (-85.309667 35.053512),"(35.053512, -85.309667)",Daylight
21-112935,10/20/2021 07:19:00 PM,19.5,Georgia Ave,,Chattanooga,Hamilton,E 5th St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Clear,Yes,No,No,No,35.051045,-85.305296,POINT (-85.305296 35.051045),"(35.051045, -85.305296)",Dark - Lighted
21-114102,10/23/2021 07:43:00 PM,19.5,Bonny Oaks Dr,,Chattanooga,Hamilton,S Access,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,45,4,Clear,Yes,No,Yes,Yes,35.080613,-85.212942,POINT (-85.212942 35.080613),"(35.080613, -85.212942)",Dark - Lighted
21-116119,10/29/2021 07:35:00 AM,7.5,Lindsay St,,Chattanooga,Hamilton,E 8th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,35,1,Rain,Yes,No,No,No,35.046629,-85.30615,POINT (-85.30615 35.046629),"(35.046629, -85.306150)",Dawn
21-117789,11/02/2021 03:45:00 PM,16,1300 Vance Road,SR-1300,Chattanooga,Hamilton,Hunt Drive,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,35,1,Clear,Yes,No,No,No,35.024147,-85.187644,POINT (-85.187644 35.024147),"(35.024147, -85.187644)",Daylight
21-119028,11/05/2021 08:26:00 PM,20.5,Market St,,Chattanooga,Hamilton,W14th St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Clear,Yes,No,,,35.038499,-85.307481,POINT (-85.307481 35.038499),"(35.038499, -85.307481)",Dark - Lighted
21-119032,11/05/2021 08:45:00 PM,21,4850 Highway 58,SR-4850,Chattanooga,Hamilton,Jersey Pike,,Fatal,Not Collision with Motor Vehicle in Transport,Yes,Yes,No,No,40,1,Clear,Yes,No,No,Yes,35.09146,-85.182441,POINT (-85.182441 35.09146),"(35.091460, -85.182441)",Dark - Not Lighted
21-120706,11/10/2021 09:10:00 AM,9,200 W Aquarium Way,,Chattanooga,Hamilton,Power Aly,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,25,1,Clear,Yes,No,No,No,35.054365,-85.312362,POINT (-85.312362 35.054365),"(35.054365, -85.312362)",Daylight
18-115346,11/30/2018 10:54:00 PM,23,2277 Gunbarrel Rd,SR-2200,Chattanooga,Hamilton,Shallowford Road,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Clear,Yes,No,No,No,35.039243,-85.151301,POINT (-85.151301 35.039243),"(35.039243, -85.151301)",Dark - Lighted
18-023493,03/17/2018 02:39:00 PM,14.5,1808 S Beech St,SR-1808,Chattanooga,Hamilton,E 19th St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,30,1,Clear,Yes,No,No,No,35.1830942,-85.219799,POINT (-85.219799 35.1830942),"(35.1830942, -85.219799)",Daylight
18-011355,02/07/2018 07:30:00 PM,19.5,3131 Mountain Creek Rd,,Chattanooga,Hamilton,Mountain creek rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,,1,Cloudy,Yes,No,No,No,35.123054,-85.318047,POINT (-85.318047 35.123054),"(35.123054, -85.318047)",Dark - Not Lighted
18-005422,01/19/2018 12:15:00 PM,12.5,5764 Highway 153,,Chattanooga,Hamilton,Grubb Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,,1,Clear,Yes,No,No,No,35.152975,-85.24562,POINT (-85.24562 35.152975),"(35.152975, -85.245620)",Daylight
18-017504,02/27/2018 12:00:00 PM,12,E Martin Luther King Blvd,,Chattanooga,Hamilton,Georgia Avenue,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,25,1,Clear,Yes,No,No,No,35.045767,-85.308262,POINT (-85.308262 35.045767),"(35.045767, -85.308262)",Daylight
18-034811,04/20/2018 09:06:00 AM,9,3604 Brainerd Rd,,Chattanooga,Hamilton,Germantown Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Clear,Yes,No,No,,35.023303,-85.245707,POINT (-85.245707 35.023303),"(35.023303, -85.245707)",Daylight
18-078049,08/16/2018 09:05:00 AM,9,E Martin Luther King Blvd,,Chattanooga,Hamilton,Houston St,,Property Damage Under,Not Collision with Motor Vehicle in Transport,No,No,No,No,30,1,Clear,Yes,No,No,No,35.044563,-85.306585,POINT (-85.306585 35.044563),"(35.044563, -85.306585)",Daylight
18-004556,01/16/2018 06:50:00 AM,7,W 20th St,SR-400,Chattanooga,Hamilton,2000 Broad St,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,35,1,Clear,Yes,No,No,No,35.033352,-85.313586,POINT (-85.313586 35.033352),"(35.033352, -85.313586)",Dawn
18-089443,09/06/2018 07:45:00 AM,8,Central Ave,SR-700,Chattanooga,Hamilton,McCallie Ave,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,35,1,Cloudy,Yes,No,No,No,35.041926,-85.290932,POINT (-85.290932 35.041926),"(35.041926, -85.290932)",Daylight
18-041885,05/10/2018 11:24:00 AM,11.5,2288 Gunbarrel Rd,,Chattanooga,Hamilton,Gunbarrel Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Clear,Yes,No,No,No,35.037485,-85.149705,POINT (-85.149705 35.037485),"(35.037485, -85.149705)",Daylight
18-005521,01/19/2018 05:20:00 PM,17.5,200 W 6th St,,Chattanooga,Hamilton,Non intersection,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,35.049623,-85.311696,POINT (-85.311696 35.049623),"(35.049623, -85.311696)",Daylight
18-005044,01/18/2018 05:49:00 AM,6,Volkswagen Dr,,Chattanooga,Hamilton,Bonny Oaks Dr,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,,1,Clear,Yes,No,No,No,35.080045,-85.132664,POINT (-85.132664 35.080045),"(35.080045, -85.132664)",Dark - Lighted
18-005816,01/20/2018 03:40:00 PM,15.5,300 Market St,,Chattanooga,Hamilton,West 3rd St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,30,1,Clear,Yes,No,No,No,35.053512,-85.309667,POINT (-85.309667 35.053512),"(35.053512, -85.309667)",Daylight
18-015263,02/20/2018 06:37:00 AM,6.5,Market St,,Chattanooga,Hamilton,E 6th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,45,1,Clear,Yes,No,No,No,35.049668,-85.309567,POINT (-85.309567 35.049668),"(35.049668, -85.309567)",Daylight
19-022421,03/09/2019 12:00:00 AM,,2204 Hamilton Place Blvd,SR-2204,Chattanooga,Hamilton,Hamilton Place Blvd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,30,1,Rain,Yes,No,Yes,Yes,35.0381,-85.155971,POINT (-85.155971 35.0381),"(35.038100, -85.155971)",Dark - Not Lighted
18-000505,01/02/2018 05:41:00 PM,17.5,E 10th St,,Chattanooga,Hamilton,Market St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,35.044862,-85.309402,POINT (-85.309402 35.044862),"(35.044862, -85.309402)",Daylight
19-052405,05/30/2019 11:11:00 AM,11,140 Highway 153 Nb,,Chattanooga,Hamilton,130 Hwy 153 NB,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,55,1,Clear,Yes,No,Yes,No,35.039725,-85.18526,POINT (-85.18526 35.039725),"(35.039725, -85.185260)",Daylight
18-025531,03/23/2018 03:30:00 PM,15.5,Shepherd View Cir,,Chattanooga,Hamilton,7168 shepard view circle,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,15,1,Clear,Yes,No,No,No,35.057392,-85.148694,POINT (-85.148694 35.057392),"(35.057392, -85.148694)",Daylight
18-002179,01/08/2018 07:17:00 AM,7.5,E 3rd St,,Chattanooga,Hamilton,Central Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Other,Yes,No,No,No,35.046907,-85.288194,POINT (-85.288194 35.046907),"(35.046907, -85.288194)",Dark - Lighted
18-110312,11/15/2018 07:55:00 PM,20,5837 Bunch St,,Chattanooga,Hamilton,Dixson St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,25,1,Clear,Yes,No,No,No,35.043199,-85.19201,POINT (-85.19201 35.043199),"(35.043199, -85.192010)",Dark - Lighted
18-003394,01/12/2018 07:01:00 AM,7,Brainerd Rd,US-11,Chattanooga,Hamilton,Brainerd Rd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,,1,Rain,Yes,No,No,No,35.012306,-85.212241,POINT (-85.212241 35.012306),"(35.012306, -85.212241)",Dark - Lighted
18-060450,06/28/2018 06:15:00 AM,6.5,Volkswagen Dr,,Chattanooga,Hamilton,Volkswagen Dr,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,15,1,Cloudy,Yes,No,No,No,35.080045,-85.132664,POINT (-85.132664 35.080045),"(35.080045, -85.132664)",Daylight
18-074860,08/07/2018 06:44:00 AM,6.5,7300 Shallowford Rd,,Chattanooga,Hamilton,Napier,,Fatal,Not Collision with Motor Vehicle in Transport,No,Yes,Yes,No,40,1,Clear,Yes,No,No,No,35.041836,-85.154037,POINT (-85.154037 35.041836),"(35.041836, -85.154037)",Dark - Lighted
18-006318,01/22/2018 12:36:00 PM,12.5,2100 Hamilton Place,,Chattanooga,Hamilton,Hamilton place blvd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,20,1,Clear,Yes,No,No,No,35.0511515,-85.188788,POINT (-85.188788 35.0511515),"(35.0511515, -85.188788)",Daylight
18-029837,04/05/2018 12:05:00 PM,12,S Kelley St,,Chattanooga,Hamilton,Chamberlain Ave,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,25,1,Clear,Yes,No,No,No,35.08811,-85.071898,POINT (-85.071898 35.08811),"(35.088110, -85.071898)",Daylight
19-035594,04/14/2019 09:51:00 PM,22,3459 Amnicola Hwy,SR-3400,Chattanooga,Hamilton,Lost Mound Drive,,Fatal,Not Collision with Motor Vehicle in Transport,No,Yes,No,No,45,1,Clear,Yes,No,No,No,35.083556,-85.263401,POINT (-85.263401 35.083556),"(35.083556, -85.263401)",Dark - Not Lighted
18-018436,03/02/2018 09:39:00 AM,9.5,7400 Bonny oaks Dr,,Chattanooga,Hamilton,Silverdale Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,45,1,Clear,Yes,No,No,No,35.062947,-85.137467,POINT (-85.137467 35.062947),"(35.062947, -85.137467)",Daylight
18-046002,05/21/2018 05:23:00 PM,17.5,E 11th St,,Chattanooga,Hamilton,King St,,Property Damage Under,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,25,1,Clear,Yes,No,No,No,35.042797,-85.306376,POINT (-85.306376 35.042797),"(35.042797, -85.306376)",Daylight
21-122159,11/14/2021 01:47:00 AM,2,6925 Shallowford Rd,,Chattanooga,Hamilton,Center St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,,1,Clear,Yes,No,,Yes,35.044439,-85.160347,POINT (-85.160347 35.044439),"(35.044439, -85.160347)",Dark - Not Lighted
21-122535,11/15/2021 07:50:00 AM,8,200 Central Ave,,Chattanooga,Hamilton,E 3rd St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,25,1,Clear,Yes,No,No,No,35.047189,-85.28776,POINT (-85.28776 35.047189),"(35.047189, -85.287760)",Daylight
21-123177,11/16/2021 09:25:00 PM,21.5,Broad St at W MLK Blvd,,Chattanooga,Hamilton,Broad St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Clear,Yes,No,No,No,35.04568,-85.31051,POINT (-85.31051 35.04568),"(35.045680, -85.310510)",Dark - Lighted
21-123539,11/17/2021 05:55:00 PM,18,800 N Willow St,,Chattanooga,Hamilton,2200 Rawlings,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Clear,Yes,No,No,No,35.044888,-85.266698,POINT (-85.266698 35.044888),"(35.044888, -85.266698)",Dark - Not Lighted
21-123680,11/18/2021 04:50:00 AM,5,6003 Shallowford Rd,,Chattanooga,Hamilton,Chapman Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,45,1,Clear,Yes,No,No,No,35.054355,-85.188205,POINT (-85.188205 35.054355),"(35.054355, -85.188205)",Dark - Lighted
21-124612,11/20/2021 03:00:00 PM,15,Ashford Dr,,Chattanooga,Hamilton,Asherton Dr,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,25,1,Clear,Yes,No,No,No,35.039968,-85.140047,POINT (-85.140047 35.039968),"(35.039968, -85.140047)",Daylight
21-126730,11/26/2021 05:00:00 PM,17,2100 Hamilton Place Blvd,,Chattanooga,Hamilton,Hamilton Place Blvd,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,,1,Clear,Yes,No,No,No,35.034528,-85.158706,POINT (-85.158706 35.034528),"(35.034528, -85.158706)",Daylight
21-128030,11/30/2021 12:40:00 PM,12.5,501 Signal Mountain Rd,,Chattanooga,Hamilton,Signal Mtn Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Clear,Yes,No,No,No,35.094368,-85.331318,POINT (-85.331318 35.094368),"(35.094368, -85.331318)",Daylight
21-128288,12/01/2021 05:06:00 AM,5,90 Highway 153,US-153,Chattanooga,Hamilton,Interstate 75,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,Yes,55,1,Clear,Yes,No,No,No,35.024637,-85.174285,POINT (-85.174285 35.024637),"(35.024637, -85.174285)",Dark - Not Lighted
21-128612,12/01/2021 12:00:00 AM,,2140 E 28th St,,Chattanooga,Hamilton,4th Ave,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,35,1,Clear,Yes,No,No,No,35.011308,-85.283909,POINT (-85.283909 35.011308),"(35.011308, -85.283909)",Dark - Lighted
21-128725,12/02/2021 09:29:00 AM,9.5,2321 Hickory Valley Rd,,Chattanooga,Hamilton,Shallowford Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,45,1,Clear,Yes,No,No,No,35.048197,-85.165687,POINT (-85.165687 35.048197),"(35.048197, -85.165687)",Daylight
21-128914,12/02/2021 05:34:00 PM,17.5,2125 E 25th Street Pl,,Chattanooga,Hamilton,4th Ave,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,30,1,Clear,Yes,No,No,No,35.014278,-85.282031,POINT (-85.282031 35.014278),"(35.014278, -85.282031)",Daylight
21-130908,12/07/2021 06:47:00 PM,19,2464 Amnicola Hwy,SR-2464,Chattanooga,Hamilton,River Terminal Rd,,Fatal,Not Collision with Motor Vehicle in Transport,No,Yes,Yes,No,50,1,Clear,Yes,No,Yes,Yes,34.9929235,-85.203119,POINT (-85.203119 34.9929235),"(34.9929235, -85.203119)",Dark - Not Lighted
21-131787,12/10/2021 12:27:00 AM,0.5,W Martin Luther King Blvd,,Chattanooga,Hamilton,Market St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,Yes,35.04576,-85.30965,POINT (-85.30965 35.04576),"(35.045760, -85.309650)",Dark - Lighted
21-132864,12/12/2021 07:00:00 PM,19,509 N Moore Rd,,Chattanooga,Hamilton,Carolyn Ln,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,30,1,Clear,Yes,No,No,No,35.019414,-85.225037,POINT (-85.225037 35.019414),"(35.019414, -85.225037)",Dark - Lighted
21-134437,12/16/2021 09:12:00 PM,21,1910 Wilson St,,Chattanooga,Hamilton,Roanoke Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,35,1,Clear,Yes,No,No,No,35.052034,-85.265102,POINT (-85.265102 35.052034),"(35.052034, -85.265102)",Dark - Unknown Lighting
21-135248,12/18/2021 06:20:00 PM,18.5,2288 Gunbarrel Rd,SR-1,Chattanooga,Hamilton,Commons Blvd,1,Property Damage Under,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,,1,Clear,Yes,No,No,No,35.037485,-85.149705,POINT (-85.149705 35.037485),"(35.037485, -85.149705)",Dark - Lighted
21-135539,12/19/2021 04:02:00 PM,16,4903 Brainerd Rd,,Chattanooga,Hamilton,N Moore Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,35,1,Clear,Yes,No,No,No,35.012915,-85.227459,POINT (-85.227459 35.012915),"(35.012915, -85.227459)",Daylight
